,J [mm/day],Q [mm/day],ET [mm/day]
9/5/2002,13.70874561,1.378055866,1.612090216
9/6/2002,28.28926934,5.87403352,0.969429878
9/7/2002,15.74950393,4.554829609,2.027146415
9/8/2002,2.86846816,5.536583799,3.014793934
9/9/2002,26.93471146,6.309276536,0.562430638
9/10/2002,1.057912835,9.495050279,3.868195
9/11/2002,0,4.813969274,4.590141962
9/12/2002,0,3.687536313,1.789161675
9/13/2002,0,3.011480447,3.76894156
9/14/2002,0,2.55977095,3.239456637
9/15/2002,0,2.263248603,3.262980106
9/16/2002,0,2.065374302,1.367161412
9/17/2002,0,1.896586592,1.556956919
9/18/2002,0,1.773527933,1.792641466
9/19/2002,0,1.667488827,1.396814548
9/20/2002,0,1.588173184,1.492710686
9/21/2002,0,1.50448324,2.513575061
9/22/2002,0,1.425569832,1.956675054
9/23/2002,0,1.355405028,2.497649341
9/24/2002,0,1.287150838,3.342883372
9/25/2002,0,1.251930168,2.111477516
9/26/2002,2.00230359,1.245921788,1.492870185
9/27/2002,0,1.209620112,1.249869545
9/28/2002,0,1.163715084,1.134605905
9/29/2002,0,1.103782123,3.101425896
9/30/2002,0,1.049656425,2.526596841
10/1/2002,0.377076,1.015215084,2.227099785
10/2/2002,12.8441088,1.179578212,1.367380562
10/3/2002,0.7461004,1.190413408,2.576596778
10/4/2002,0.308992315,1.028136872,2.641627112
10/5/2002,0.065480715,0.982131285,0.524278588
10/6/2002,0.3690244,0.938187151,2.462448152
10/7/2002,0,0.898189944,0.652646317
10/8/2002,0,0.863748603,1.220663806
10/9/2002,0,0.836773743,1.360609442
10/10/2002,0,0.824379888,0.346945891
10/11/2002,13.67992247,0.948117318,0.310065842
10/12/2002,8.606644595,2.003932961,1.701909022
10/13/2002,30.98318915,2.525581006,0.079074525
10/14/2002,9.318263365,5.517075419,1.027480992
10/15/2002,12.82586249,5.315379888,0.174642935
10/16/2002,0,3.664986034,0.530104016
10/17/2002,11.898183,2.710960894,1.169988511
10/18/2002,1.79826969,3.698597765,1.398764685
10/19/2002,0.678016715,2.548684358,1.282634385
10/20/2002,21.99982914,4.726081006,0.072668215
10/21/2002,6.79871778,8.570162011,0.764772074
10/22/2002,18.62650906,7.59677933,0.713299398
10/23/2002,5.682197345,7.819265363,0.892850367
10/24/2002,33.2339716,12.05808939,0.949971017
10/25/2002,34.87420892,35.45401676,0.642257076
10/26/2002,17.81273258,16.3936257,1.243503931
10/27/2002,21.449284,18.26459497,0.753189029
10/28/2002,0.201648085,9.856005587,1.007034799
10/29/2002,19.82544805,9.287824022,0.102493193
10/30/2002,9.78464714,10.71879888,0.175952361
10/31/2002,1.005177595,7.649572626,0.26199468
11/1/2002,16.4531838,10.25595251,0.140349276
11/2/2002,26.65164226,18.00761732,0.15375615
11/3/2002,19.85140613,17.89499162,0.60486292
11/4/2002,7.66831055,10.84610615,0.777460394
11/5/2002,11.77350272,9.188798883,0.388589322
11/6/2002,31.28767595,22.10706704,0.440893294
11/7/2002,13.38779024,10.55941341,0.453693276
11/8/2002,92.92143989,56.57895251,0.155153104
11/9/2002,9.786712505,18.10367598,0.639942077
11/10/2002,21.56921205,18.98431844,0.610891696
11/11/2002,7.712359435,10.56361173,0.544554734
11/12/2002,8.38084172,8.662122905,0.386183148
11/13/2002,11.86752508,7.20522905,0.395025358
11/14/2002,25.58700031,24.5357095,0.130345591
11/15/2002,0.068083685,9.777946927,0.370173051
11/16/2002,0.308992315,6.376751397,0.381632176
11/17/2002,0,4.862790503,0.405872545
11/18/2002,0,3.90227933,0.732612996
11/19/2002,1.62783056,3.322206704,0.218857286
11/20/2002,3.081013495,3.037198324,0.201847194
11/21/2002,5.727521875,3.077673184,0.116391183
11/22/2002,8.67212531,3.492050279,0.114254877
11/23/2002,3.39260878,3.565131285,0.316089536
11/24/2002,0.1255128,2.997829609,0.253752901
11/25/2002,0.377076,2.694192737,0.297560689
11/26/2002,5.201315885,2.604243017,0.389988731
11/27/2002,11.58914575,4.494921788,0.113431144
11/28/2002,7.2198876,4.428829609,0.336487829
11/29/2002,2.245815195,3.971664804,0.186947997
11/30/2002,14.84592702,6.082567039,0
12/1/2002,41.36388217,18.21094693,0.626352327
12/2/2002,53.01516032,38.68343296,0.467800641
12/3/2002,8.958280715,17.88096369,0.266752283
12/4/2002,20.05264659,13.01246648,0.217585983
12/5/2002,0.308992315,9.334885475,0.185023524
12/6/2002,0.5025888,6.392011173,0.130641048
12/7/2002,1.326889855,5.064460894,0.09766599
12/8/2002,0.308992315,4.102340782,0.111400624
12/9/2002,0,3.453159218,0.319901669
12/10/2002,0,2.9835,0.068815783
12/11/2002,0,2.641148045,0.084403624
12/12/2002,0,2.383617318,0.104193379
12/13/2002,1.07065831,2.232502793,0.174337551
12/14/2002,1.50776639,2.226217877,0.108552406
12/15/2002,11.3650878,2.870421788,0.110057752
12/16/2002,0.87706183,2.63096648,0.09889298
12/17/2002,0,2.216086592,0.171897766
12/18/2002,0,1.990684358,0.2781367
12/19/2002,0,1.850857542,0.155069209
12/20/2002,2.905585585,1.806460894,0.258611085
12/21/2002,27.59308406,4.762055866,0.171886691
12/22/2002,10.51126108,10.51207542,0.273395439
12/23/2002,9.41355737,6.948477654,0.237221306
12/24/2002,12.21992807,9.237695531,0.319260801
12/25/2002,3.285264545,6.968740223,0.226135804
12/26/2002,19.12467219,8.761625698,0.261646018
12/27/2002,32.24892465,23.4732067,0.259378358
12/28/2002,1.56313014,11.0325419,0.264703078
12/29/2002,78.90117676,47.78756145,0.201153232
12/30/2002,7.64617619,17.1750419,0.126387554
12/31/2002,3.00203256,9.128111732,0.116465224
1/1/2003,22.43491676,13.29639385,0.260963387
1/2/2003,19.45728172,14.57426816,0.294186075
1/3/2003,1.078709915,10.71907542,0.014002974
1/4/2003,0.926976945,6.683304469,0.113973605
1/5/2003,0.25362857,4.92450838,0.614610974
1/6/2003,0,3.85426257,0.023354921
1/7/2003,0,3.213452514,0.024962105
1/8/2003,0,2.900765363,0.028288722
1/9/2003,0.5025888,2.487217877,0.237806968
1/10/2003,0.12006417,2.247310056,0.15877859
1/11/2003,0.308992315,2.047122905,0.173330693
1/12/2003,18.92216606,2.287106145,0.365211638
1/13/2003,4.57866292,4.648424581,0.271807391
1/14/2003,9.93984113,5.007544693,0.629853974
1/15/2003,15.95067275,9.06747486,0.58325918
1/16/2003,0.060032085,5.150337989,0.744647692
1/17/2003,14.36124469,6.201150838,0.540318457
1/18/2003,11.70928768,5.945002793,0.409413778
1/19/2003,8.753171625,8.921488827,0.472055343
1/20/2003,18.79734639,13.81952514,0.431190562
1/21/2003,10.34648774,10.26002514,0.344104915
1/22/2003,16.18519694,9.321712291,0.327455868
1/23/2003,0,7.384600559,0.645641867
1/24/2003,7.514191775,5.883511173,0.636687699
1/25/2003,19.56438325,10.94525698,0.635120907
1/26/2003,10.69594791,8.093639665,0.474082396
1/27/2003,20.2184101,9.493818436,0.433776973
1/28/2003,14.97386786,10.00201676,0.609197237
1/29/2003,3.37390262,8.65274581,0.964354254
1/30/2003,1.924485025,6.105921788,0.212708203
1/31/2003,5.663446225,4.717608939,0.152716871
2/1/2003,14.94667694,9.265148045,0.57868295
2/2/2003,10.3339072,7.780726257,0.490004533
2/3/2003,1.342455455,6.76123743,0.456032945
2/4/2003,2.223405305,5.056013966,0.306700063
2/5/2003,1.91701596,4.068854749,0
2/6/2003,14.01905582,6.116882682,0.491966633
2/7/2003,10.27918434,11.65595531,0.494951244
2/8/2003,14.32334697,8.023122905,0.633403904
2/9/2003,4.148826145,9.086807263,0.512774003
2/10/2003,16.43836566,7.664178771,0.691082411
2/11/2003,0.193596485,8.357832402,1.133871322
2/12/2003,0.3690244,5.630203911,1.407942558
2/13/2003,0.877061825,4.519332402,0.166722128
2/14/2003,0,3.653547486,0.596877661
2/15/2003,0,3.112717877,1.281276059
2/16/2003,0,2.742335196,0.652883556
2/17/2003,0,2.426379888,0.486862058
2/18/2003,0,2.202234637,0.545750103
2/19/2003,0,1.995435754,0.536448988
2/20/2003,0.068083685,1.840173184,0.237940996
2/21/2003,0.434505115,1.744642458,0.835320348
2/22/2003,0,1.636315642,1.206370469
2/23/2003,1.44228568,1.592497207,0.79209503
2/24/2003,0,1.460865922,0.316795274
2/25/2003,0,1.365687151,0.898459509
2/26/2003,0,1.266561453,1.314999885
2/27/2003,1.68319431,1.223396648,0.417028111
2/28/2003,21.66383635,3.113145251,0.265405712
3/1/2003,13.61229864,4.046907821,0.686873596
3/2/2003,0.3690244,3.853131285,1.416752177
3/3/2003,6.47544495,2.628050279,0.715890492
3/4/2003,16.81890269,6.606301676,0.541864226
3/5/2003,4.3951834,5.485223464,0.695451231
3/6/2003,0,3.914622905,1.327077753
3/7/2003,13.47683379,4.936173184,0.793274431
3/8/2003,53.94089501,36.37123743,0.522228615
3/9/2003,4.754090835,10.7772486,0.695859966
3/10/2003,7.18875641,6.994634078,0.834805293
3/11/2003,10.21241855,7.704678771,0.797384408
3/12/2003,1.879393755,5.709796089,1.558065152
3/13/2003,0,4.391044693,1.373330502
3/14/2003,0.060032085,3.552209497,2.551228997
3/15/2003,0,3.014572626,1.817422726
3/16/2003,0,2.618145251,2.460032521
3/17/2003,0,2.315715084,3.15944181
3/18/2003,0,2.109343575,2.271317186
3/19/2003,0.37447303,1.907798883,3.244289147
3/20/2003,0,1.764879888,1.707982062
3/21/2003,0,1.64247486,1.826648145
3/22/2003,0,1.52253352,2.682463587
3/23/2003,0,1.407444134,3.195317127
3/24/2003,0.700853615,1.364304469,1.255121146
3/25/2003,0,1.265430168,3.113569678
3/26/2003,0,1.185486034,2.913773836
3/27/2003,0,1.11298324,2.773490643
3/28/2003,0,1.061195531,2.004431644
3/29/2003,0,1.010740223,2.153038987
3/30/2003,2.162946205,0.955835196,3.519886944
3/31/2003,0,0.916139665,3.156130547
4/1/2003,33.72505523,3.498611732,0.875255626
4/2/2003,1.21335568,1.756835196,2.87907422
4/3/2003,0.16927274,1.336751397,3.088735507
4/4/2003,0,1.216206704,4.359333523
4/5/2003,0,1.160170391,3.561806528
4/6/2003,0,1.121480447,2.36135281
4/7/2003,0,1.064388268,3.193174944
4/8/2003,0,1.014108939,3.385029973
4/9/2003,0,0.972351955,3.006856772
4/10/2003,0,0.942108939,2.278714659
4/11/2003,0,0.915083799,1.920765062
4/12/2003,0,0.876921788,2.86764493
4/13/2003,0.16927274,0.842907821,2.319856173
4/14/2003,0,0.818421788,1.993927048
4/15/2003,0,0.773044693,2.871183645
4/16/2003,0,0.739357542,3.039396269
4/17/2003,0,0.711326816,2.275958396
4/18/2003,0,0.694458101,1.830954864
4/19/2003,0,0.674346369,0.514963696
4/20/2003,0,0.675427374,0.506351275
4/21/2003,7.34012875,0.761027933,0.717335079
4/22/2003,0,0.711301676,0.747482242
4/23/2003,0,0.67052514,1.400331792
4/24/2003,2.09447209,0.662178771,0.196436584
4/25/2003,5.05743102,0.733877095,0.363178964
4/26/2003,6.829157415,0.786444134,1.031407031
4/27/2003,14.84953023,1.324784916,2.665399174
4/28/2003,7.926945945,2.911650838,1.749320125
4/29/2003,12.89410318,3.618,2.703935656
4/30/2003,20.67395097,8.748351955,1.915040489
5/1/2003,6.177308425,6.345905028,2.656421653
5/2/2003,24.67324617,10.85912849,0.994626958
5/3/2003,7.25933143,8.154276536,1.600381779
5/4/2003,2.81263909,6.896715084,3.625880637
5/5/2003,2.08499564,4.736212291,3.532278369
5/6/2003,0.523618025,3.478298883,4.101865794
5/7/2003,5.93222408,2.966128492,2.447757155
5/8/2003,0,2.650449721,3.6269504
5/9/2003,0.52677112,2.252061453,3.416283513
5/10/2003,1.57085407,2.055544693,2.543325628
5/11/2003,20.72167395,2.442896648,2.098007371
5/12/2003,4.54644255,3.062337989,3.675534642
5/13/2003,1.56770096,2.383441341,2.527633072
5/14/2003,0.17874919,2.294346369,4.028973029
5/15/2003,7.48097213,2.085259777,4.557217723
5/16/2003,20.21073691,8.903086592,0.846746577
5/17/2003,20.74381423,11.75746927,1.075703384
5/18/2003,24.8330596,14.11868715,1.906612267
5/19/2003,25.16526459,14.7119581,1.939648829
5/20/2003,34.75333839,33.06620112,1.001087235
5/21/2003,37.49016586,24.20135196,1.591062191
5/22/2003,36.46189986,31.69473184,1.00116297
5/23/2003,4.367693355,12.27760894,3.439411809
5/24/2003,13.25338277,10.60579609,2.125470927
5/25/2003,2.985064945,9.646918994,2.787230219
5/26/2003,1.21650879,6.498125698,4.000490083
5/27/2003,3.285704625,5.080374302,2.612141308
5/28/2003,0,3.975963687,3.331638352
5/29/2003,0,3.254932961,5.879166388
5/30/2003,0,2.760360335,6.026591666
5/31/2003,0,2.434952514,6.160206512
6/1/2003,0,2.190997207,6.85339395
6/2/2003,2.088148745,2.047801676,3.786101709
6/3/2003,0,1.897717877,1.942256222
6/4/2003,10.6321567,2.073318436,1.840488104
6/5/2003,0.696043865,1.862120112,4.024780574
6/6/2003,9.224252045,2.513689944,2.751851281
6/7/2003,2.78736285,1.843592179,6.218092962
6/8/2003,8.700634025,2.45853352,3.26748645
6/9/2003,2.273221275,1.89897486,4.410535242
6/10/2003,2.42984734,1.841832402,3.358277277
6/11/2003,3.65423029,1.730363128,2.567564219
6/12/2003,3.682659645,1.684156425,5.232038514
6/13/2003,0,1.538874302,5.127871103
6/14/2003,0.5220329,1.493094972,5.282785571
6/15/2003,0,1.411642458,6.791890552
6/16/2003,0.5220329,1.34552514,6.909551795
6/17/2003,0,1.32822905,3.870821432
6/18/2003,9.11425373,1.472455307,1.039297931
6/19/2003,3.64001562,1.507022346,1.385908452
6/20/2003,0,1.315005587,3.591740543
6/21/2003,0.253909115,1.230083799,5.204270512
6/22/2003,2.0881316,1.192248603,3.937373006
6/23/2003,0.5220329,1.155318436,3.665884963
6/24/2003,0,1.088949721,5.929508384
6/25/2003,0.08004278,1.045206704,6.293530261
6/26/2003,1.896396065,1.040078212,2.565568764
6/27/2003,10.21669159,1.248083799,2.019355981
6/28/2003,0.08004278,1.041234637,5.008836371
6/29/2003,2.3265662,0.958097765,6.828311444
6/30/2003,19.3089966,2.241050279,3.823062854
7/1/2003,2.655222615,1.256078212,3.068803404
7/2/2003,0.08004278,1.08296648,4.636198119
7/3/2003,0,1.002192737,2.331271147
7/4/2003,0,0.979793296,1.585130736
7/5/2003,0.32865642,0.937558659,2.530270162
7/6/2003,0,0.900050279,3.743541865
7/7/2003,0.908176645,0.888435754,3.193807468
7/8/2003,1.56773965,0.90746648,1.54244093
7/9/2003,0.08004278,0.864879888,4.503551523
7/10/2003,2.49738722,0.841826816,1.115374137
7/11/2003,0,0.785463687,2.828546119
7/12/2003,0,0.733575419,3.68065976
7/13/2003,0,0.695715084,3.175390676
7/14/2003,0,0.667986034,2.304297406
7/15/2003,0,0.65174581,1.479931144
7/16/2003,0,0.636184358,0.766673706
7/17/2003,12.03979536,0.75901676,0.620042233
7/18/2003,0.08004278,0.687972067,2.285185761
7/19/2003,3.16768569,0.649156425,0.946534826
7/20/2003,6.867055215,0.676960894,0.727831115
7/21/2003,15.83365507,1.188854749,2.358077737
7/22/2003,1.0919833,0.814575419,1.895637866
7/23/2003,9.410028655,0.819,1.01895183
7/24/2003,24.26063186,1.38147486,3.652572411
7/25/2003,41.84160591,19.19996648,2.389589412
7/26/2003,2.315830735,4.841497207,2.001522458
7/27/2003,1.236833065,3.07123743,4.397967721
7/28/2003,15.23108098,3.216444134,2.215496969
7/29/2003,27.11663173,7.851544693,1.311769656
7/30/2003,0.499477445,8.940544693,3.520771045
7/31/2003,7.93346145,5.113307263,1.56181032
8/1/2003,2.1687308,4.529689944,4.150619667
8/2/2003,0,3.299379888,5.155138124
8/3/2003,0,2.701231844,7.030939716
8/4/2003,0,2.323382682,5.904718493
8/5/2003,0,2.071810056,3.230392146
8/6/2003,0,1.875972067,2.431018775
8/7/2003,0.32865642,1.71148324,7.096407921
8/8/2003,0.08004278,1.57351676,6.283910731
8/9/2003,0,1.442840782,7.817560714
8/10/2003,0.85185496,1.395276536,3.909394664
8/11/2003,0,1.310681564,2.888913201
8/12/2003,0,1.224527933,5.574978075
8/13/2003,0,1.14526257,4.239714816
8/14/2003,0,1.073564246,5.65824724
8/15/2003,0,1.01926257,5.047780179
8/16/2003,0,0.980648045,4.149515961
8/17/2003,0,0.938639665,3.286898897
8/18/2003,0.739605785,0.921670391,3.292044065
8/19/2003,0,0.881698324,2.991301767
8/20/2003,0,0.84753352,3.339763412
8/21/2003,4.823953415,0.847860335,1.6877282
8/22/2003,34.33685284,2.35272067,1.424541341
8/23/2003,0.499477445,1.616857542,3.920771948
8/24/2003,0,1.101519553,2.67548016
8/25/2003,0,0.971044693,2.952329238
8/26/2003,0,0.914882682,2.722671981
8/27/2003,0,0.906636872,2.187530055
8/28/2003,29.76072467,2.35950838,0.451479375
8/29/2003,0.4086992,3.206614525,3.203923307
8/30/2003,0.579520225,1.555642458,2.883131932
8/31/2003,0,1.309097765,2.46618914
9/1/2003,0,1.209494413,2.826791653
9/2/2003,0,1.141215084,2.770318557
9/3/2003,0,1.09422905,2.28419293
9/4/2003,0,1.032511173,4.589700585
9/5/2003,0,0.987662011,3.390608114
9/6/2003,8.054195925,1.224653631,2.004391626
9/7/2003,2.40660898,1.064463687,2.419687762
9/8/2003,10.55833364,1.307488827,0.937501432
9/9/2003,13.50337694,1.317594972,1.578829209
9/10/2003,38.04972335,8.567321229,0.910718403
9/11/2003,6.80264242,5.468857542,1.638456713
9/12/2003,0.32865642,3.605103352,3.629813586
9/13/2003,0,2.693815642,5.331714403
9/14/2003,0,2.245902235,5.121672209
9/15/2003,0,1.944477654,5.429968334
9/16/2003,0,1.735391061,5.412578448
9/17/2003,0,1.594131285,5.020270821
9/18/2003,0,1.523463687,0.977767943
9/19/2003,6.54104315,1.507273743,0.943576918
9/20/2003,0.99895489,1.444927374,0.692594728
9/21/2003,0,1.332527933,2.042527583
9/22/2003,7.308355,1.320310056,1.960605443
9/23/2003,3.33850672,1.314678771,2.457469521
9/24/2003,0.32865642,1.17452514,2.099455959
9/25/2003,0,1.098452514,2.134666949
9/26/2003,3.723484815,1.112958101,1.027811734
9/27/2003,0,1.036256983,1.817624
9/28/2003,0,0.980497207,2.025763315
9/29/2003,4.644647085,0.983011173,1.165275199
9/30/2003,0.08004278,0.97275419,1.067813866
10/1/2003,0,0.915159218,1.628450165
10/2/2003,0,0.893891061,0.882289033
10/3/2003,0.4086992,0.866539106,1.428259373
10/4/2003,8.33328115,0.868047486,1.515120252
10/5/2003,25.96209161,1.740041899,1.699083287
10/6/2003,11.07928201,2.550293296,1.759201831
10/7/2003,13.88610488,4.030240223,2.151290177
10/8/2003,21.32008889,5.293407821,0.395608622
10/9/2003,6.74407057,3.587731844,1.081113941
10/10/2003,19.93615588,8.202670391,1.234743824
10/11/2003,0,4.661622905,1.711286637
10/12/2003,0.908176645,3.454340782,1.242896633
10/13/2003,8.82202313,3.511810056,0.153736353
10/14/2003,0,2.922108939,0.970196102
10/15/2003,0.08004278,2.442846369,0.711334409
10/16/2003,0,2.186446927,1.738693054
10/17/2003,0,1.989276536,1.231920067
10/18/2003,0,1.828081006,1.657593185
10/19/2003,0,1.698536313,0.928427647
10/20/2003,0.4086992,1.589807263,1.17596957
10/21/2003,4.48906186,1.539226257,0.622160744
10/22/2003,2.41734444,1.481631285,0.274970512
10/23/2003,0,1.401159218,1.222870615
10/24/2003,1.48769687,1.322547486,0.487815164
10/25/2003,8.66418774,1.395653631,0.357305076
10/26/2003,0.32865642,1.405784916,1.138708921
10/27/2003,0.08004278,1.255148045,0.834446183
10/28/2003,20.58908955,1.590058659,0.29191721
10/29/2003,27.52095174,7.863611732,0.365238638
10/30/2003,26.34481954,11.46001676,0.215111982
10/31/2003,6.912641445,14.06931285,0.07030362
11/1/2003,14.14095366,7.066332402,0.47751582
11/2/2003,14.52593176,14.62557821,0.60050665
11/3/2003,9.43374975,9.024611732,0.822184039
11/4/2003,0.32865642,5.973410615,0.886086566
11/5/2003,0.170821025,4.558751397,1.004577959
11/6/2003,0.4086992,3.579058659,0.467433061
11/7/2003,0,2.953784916,0.706210288
11/8/2003,0,2.564874302,0.242753384
11/9/2003,0.499477445,2.295527933,0.355012591
11/10/2003,0.499477445,2.07827095,0.949144261
11/11/2003,3.076907445,1.922958101,0.179858532
11/12/2003,11.6953878,2.168346369,0.711486556
11/13/2003,8.59263025,4.29222067,0.205565411
11/14/2003,35.41494096,18.15206983,0.199409287
11/15/2003,4.383047825,9.328801676,0.356506128
11/16/2003,1.07899767,5.86498324,0.287173198
11/17/2003,42.29877802,12.77502235,0.22878639
11/18/2003,11.04707563,12.33749162,0.031217073
11/19/2003,18.79010107,12.11186313,0.126045893
11/20/2003,4.642396925,9.219092179,0.020314672
11/21/2003,0.08004278,6.447067039,0.144499585
11/22/2003,0,5.064712291,0.01004523
11/23/2003,0.090778245,3.958416201,0
11/24/2003,0.828133865,3.29402514,0.249154146
11/25/2003,21.52086614,4.537835196,0.278696536
11/26/2003,14.38293796,10.52590223,0
11/27/2003,4.166640575,6.326145251,0.00656335
11/28/2003,1.1004686,5.099153631,0.08998971
11/29/2003,10.66833265,5.090656425,0.066240612
11/30/2003,14.48259571,7.726801676,0.097052795
12/1/2003,13.47965585,7.488150838,0.065153762
